ID,Answer
0,紅色羽毛，但士官長的頭盔則是白色羽毛
1,《諸羅縣志
2,袁晁率起義軍
3,柏林陸軍學院
4,長盤勝負
5,孫銘武
6,1874年，日本因琉球人誤闖排灣領土事件，出兵恆春半島，即「牡丹社事件」。這對清廷以往消極的臺灣經營成為一種警訊。清廷在日軍出兵臺灣後的1874年
7,向西擴張
8,英國
9,郵票的發展，出現了所謂的郵票語言
10,周星馳
11,秀吉
12,高架車站
13,anticipation
14,2007年
15,碳酸鹽
16,華萊士
17,外面的部份溫度會比內部核心的低
18,經濟
19,100公里
20,愛爾蘭語
21,荷蘭
22,霜
23,塞爾維亞反對黨
24,1861年
25,
26,拉丁文[UNK]
27,猶太基督徒
28,1964年
29,傑羅姆·威斯納
30,文化大革命
31,《金驢記》
32,灣仔
33,振州
34,
35,1964年
36,新北市
37,白色被稱為「小白宮
38,遊行示威集會權利雖不能說有保障，但還在合法狀態下。1989年六四天安門事件後，全國人大常委會在10月31日緊急立法，出台一部憲法類法律[UNK]《中華人民共和國集會遊行示威法》
39,史天澤
40,宋端宗
41,四千名
42,46億年
43,1070年
44,《國民養老保險法》
45,中國建設銀行
46,1930年
47,東德喜劇
48,1932年的選舉使民主黨在兩院以及各州州長都取得了多數，1934年
49,
50,康熙帝
51,商務印書館
52,1960年代
53,刺殺
54,紐約市
55,基督教
56,預覽阿爾法
57,南京
58,新北市教育主管機管
59,賓拉登死亡之事
60,舞會、狩獵
61,中國國民黨
62,中生代侏羅紀
63,阿拉貢國王卡洛斯三世
64,熱帶雨林氣候
65,
66,李宗仁
67,南唐
68,噴射發動機
69,二十二歲
70,亞洲
71,1984年
72,社會主義陣營
73,氦
74,聖方濟·沙勿略是西班牙籍天主教傳教士，也是耶穌會創始人之一，首先將天主教信仰傳播到亞洲的麻六甲和日本
75,都市高速公路、城際高速公路、其他的快速道路
76,高麗大學校主樓
77,侯寶林
78,羽柴秀吉
79,俾斯麥
80,葉爾欽
81,1958年
82,靈魂
83,科龍港
84,蓋爾人
85,十二平均律
86,西漢元封二年
87,隋滅南陳
88,佛教
89,1861年
90,豐臣秀吉
91,三吳地區
92,以色列
93,大躍進運動
94,國立武昌高等師範學校
95,蘇利南
96,
97,檸檬酸咖啡因療法
98,1913年
99,1949年
100,大象
101,1915年
102,1600年
103,有絲分裂
104,英國
105,芝諾比亞
106,仁祖
107,貝加爾
108,佛學論書
109,北海道帝國大學農學部的實驗林，當時的總督府農林學院
110,歐登堡
111,第四次
112,1944年
113,安娜·德·薩伏伊皇后
114,巴夏禮
115,哈林河
116,孟加拉
117,柴可夫斯基獎
118,中原
119,荷蘭語
120,威廉·洛厄爾·普特南
121,
122,德國
123,陳寅恪認為，五胡之名，起自於五德終始說
124,刺殺
125,未標準化，使得喃字在推行上困難重重
126,四百公尺
127,1948年
128,施里芬計劃
129,福建林家
130,用來運貨
131,經濟蕭條
132,西人黨
133,2005年
134,臺北
135,斐迪南·麥哲倫
136,杭縣
137,蘇聯國旗
138,希臘
139,1941年
140,多腔磁控管雷達技術
141,點石齋畫報
142,南越地區
143,1988年
144,上吊方式
145,喬治麥高文
146,水鐘
147,《布告各省公啟》
148,阿拉里克
149,德蘇戰爭
150,髒層
151,工業國家
152,1949年
153,就業保障制度
154,清光緒十七年
155,雕像
156,代行」總統職權，李於1月21日正式接任中華民國代總統。中華民國政府因國共內戰戰況失利
157,
158,乙醚
159,藥葛羅
160,卡爾梅克人
161,1969年初，劉少奇患重病，由中南海特派的搶救組予以搶救。1969年10月17日
162,63位
163,卡利克斯特三世
164,古希臘
165,盧安達語
166,建成的陸地命名為「九龍灣」，現在主要為住宅、工商業用地
167,蔣中正
168,農業資源稟賦非常稀缺，現有耕地面積1835.6千公頃
169,網景通訊公司
170,
171,1999年
172,《天淨沙》
173,七十年代
174,北魏正光元年
175,趙佗創立南越國
176,土地測量
177,岑智明
178,
179,公元前362年
180,
181,28歲
182,2000年10月
183,保加利亞、塞爾維亞、希臘與蒙特尼哥羅組成巴爾幹同盟，聯合攻打鄂圖曼土耳其帝國
184,三大優點
185,10度
186,社會黨
187,布里奧尼島
188,波士頓
189,1992年
190,下旋球
191,後箱館裁判所，便將北海道納入新政府統治
192,明朝
193,1863年
194,2000年
195,2012年
196,道縣玉蟾岩
197,赫爾戈蘭灣
198,森林
199,阿森納女子足球俱樂部
200,一黨制或者一黨優勢制
201,酒樓
202,1920年
203,1美元
204,多倫多
205,軌道上驅動列車
206,彌爾
207,中央情報局
208,艾瑪·史東
209,數位訊號
210,百濟
211,拉迪奇
212,威尼斯影展
213,海洋氣流影響，加上地理位置上正處在冬季於中國活躍的兩般高壓區之間的真空帶
214,新北市
215,聯盟
216,海上疆界
217,克孜勒
218,三分天災，七分人禍
219,
220,美觀
221,南屯區
222,西部地區
223,1982年
224,1449年
225,花剌子模，可汗是對總督的敬稱
226,
227,孫中山
228,發明家
229,2006年
230,爆炸地點
231,《人體器官移植條例》
232,1262年
233,澎湖
234,三倍
235,0.4太陽質量
236,颱風
237,2014年
238,1968年
239,世界第六
240,
241,鋁土礦
242,城市美化運動
243,阿美族
244,黑死病
245,2007年
246,赫爾伯特·查普曼
247,同性戀
248,2001年
249,張伯倫
250,溥[UNK]
251,副主席
252,決勝局必定是單數局
253,廣東省政府委員會
254,遊戲
255,1951年
256,漢語拼音方案
257,1984年
258,天橋
259,布倫瑞克造型藝術學院
260,法蘭西第二帝國
261,商業及人均[UNK]都不如東南亞的大城市，所以此時南洋的福建人平均的投資在上海
262,全勝紀錄
263,利用小型雷達測距儀
264,哥白尼日心說
265,濃度低時帶惡臭，氣味如臭蛋；濃度高時反而沒有氣味，因為高濃度的硫化氫可以麻痺嗅覺神經
266,袁世凱
267,明朝
268,1848年
269,1954年
270,1998年
271,韓國的政壇
272,《南華早報》
273,臭蛋
274,佛像
275,阿聯
276,交通基建
277,
278,母田川氏
279,天狼星在東方地平線
280,鳥類
281,1985年間
282,德語地區
283,女神大橋
284,1237年
285,商業和手工業
286,晉恭帝
287,荷蘭
288,美國律師協會
289,1654年
290,清代
291,美川王
292,胡安·林茲
293,日本
294,二戰後的移民潮令多倫多的市郊衛星城鎮迅速增長，而為了更有效管理和協調土地和其他資源的分配，多倫多市和十二個周邊城鎮於1954年
295,徑向速度是接近或遠離太陽，和橫越天空的角動量
296,司馬休之
297,鈣離子
298,383年
299,羅納爾迪尼奧
300,慕容垂
301,火山活動
302,利奧三世
303,拉丁字母取代西里爾字母
304,[UNK]-1注入裝置與美國在汽缸投注水冷卻等。剛剛進入噴射時代，蘇聯與美國都曾經進行於渦輪段前方再度注入燃料點火
305,丁基羥基甲苯
306,孤軍為求生存，私底下與克倫族和赫蒙族合作，緬甸政府基於主權完整的理由，對李彌殘部進行軍事圍剿，以致爆發為期一月的中緬大戰
307,斯德哥爾摩
308,第三紀中新世
309,中華民國
310,高麗時期
311,靳雲鵬
312,1958年
313,
314,1083種
315,曹魏故都智慧之旅
316,威廉港
317,
318,金本位制度
319,邊沁
320,紅色
321,1928年
322,期貨合約
323,十多個
324,300美元
325,
326,發展體育之事
327,世祖
328,混合動力自行車
329,數學
330,亞熱帶季風氣候
331,經濟
332,輔音
333,朱一貴
334,愛爾蘭語
335,
336,銃炮
337,1959年
338,1980年代義大利
339,凱·艾維
340,[UNK]人國；公元前28年，滅北沃沮。大武神王時代殺東扶餘王帶素。有觀點認為高句麗一名，來自沸流國的高夷
341,1980年
342,希伯來文
343,第四心音
344,2010年
345,武漢
346,
347,托土拉島
348,英國
349,倫敦大學學院與倫敦帝國學院合併的草議曝光，此提議因事前沒有進行足夠的諮詢而惹來廣泛的批評，倫大學院的教務長德里克·羅勃茲
350,1970年，登山用途的腳踏車出現﹐腳踏車的另外一項劃時代發明變速器因此被創造出來。1970年代中期
351,高峰岡仁波齊峰
352,1972年5月，周恩來被查明罹患膀胱癌，其仍然帶病工作，1973年
353,突厥語民族
354,三菱重工業長崎造船廠
355,「南斯拉夫社會主義聯邦共和國
356,民主制度
357,硫礦
358,丹尼索瓦人混血
359,帝國統治權
360,中國
361,2000年
362,骨質外殼包著的管狀結構，捲曲數圈
363,俄國
364,1950年代，首次從蘇聯買來的4艘驅逐艦全部給了後來屬於北海艦隊的青島海軍基地。1954年
365,韓國加大對電信領域的投資，使韓國電話線路達到754萬條，用戶達652萬，每100人擁有電話的數量增加到16部。使用電磁或電子交換系統的自動電話占到總電話線路的96.6%。為紀念1885至1985年韓國電信事業100周年，韓國在1985年建成全國公用數據電信網路。1986年，韓國
366,
367,1956年
368,史都華
369,1910年
370,突厥
371,遂決心
372,1973年
373,1928年
374,非暴力
375,巴爾
376,彰化交流道
377,社團博覽會
378,他早年違反了一次
379,電子郵件
380,孔子
381,大連路
382,2005年
383,灰色地帶
384,烏爾班八世
385,50和60年代
386,雙循環泵
387,1809年
388,自由貿易理論
389,民國31年
390,迅速取得西線勝利
391,
392,伯克制
393,爭取速度上的優勢。這些戰鬥機是最初使用噴射發動機為動力，擺脫螺旋槳在接近音速時的上限
394,
395,羅伯特·赫爾曼
396,興大也在中部科學園區設立研發創業育成中心，積極協助科技產業發展同時也與廠商合作開設相關學程，培養學生理論與實務的結合。中部科學園區有中興，中興有中部科學園區
397,宣統三年九月十九日
398,1991年
399,文學體裁
400,第二次工業革命
401,突厥語
402,拉海納則是島上的主要商業中心，市區有一條滿布商店和餐廳的大街直通碼頭
403,約翰·坎貝爾
404,8小時
405,樂壇女王
406,民國16年
407,國立廣東大學
408,亞伯拉罕諸教
409,六億七千多萬
410,妖怪
411,專家
412,低地蘇格蘭語
413,酸鹼值
414,非常混亂
415,阿爾泰語系
416,清太宗
417,信陽市
418,5000
419,美國空軍准將
420,
421,科技
422,
423,鮑德溫伯爵
424,計劃委員會
425,4000平方米
426,蘇丹南部
427,校尉
428,左右
429,1994年12月1日
430,太陽為主的研究機構轉為研究恆星
431,那拉氏
432,辛酉政變
433,銅的礦物
434,統一企業
435,2013年1月1日
436,細胞培養中。原理
437,陳誠
438,孫中山
439,單獨媾和
440,德國工業
441,九一八事變
442,1978年
443,天皇
444,731美元
445,蒙德維爾
446,嘉義市
447,
448,
449,五角星
450,波斯薩珊王朝
451,航海工業和航海貿易中心
452,埃姆斯蘭高速公路
453,匿蹤性能較佳
454,
455,1919年－1939年
456,第一個圖像：一條簡單的直線
457,人民路
458,盟旗制
459,臺南州
460,母布朗茜
461,大陸內陸區
462,一次大戰期間
463,雙打比賽
464,中華人民共和國
465,保守派
466,昇陽電腦公司
467,全唐詩
468,1911年
469,1982年
470,七年
471,荷蘭共和國
472,海因里希·赫茲
473,梁朝偉
474,吳三連
475,1917年
476,米勒
477,1月8日
478,掃雷艇
479,海都聯軍被海山和晉王甘麻剌擊潰
480,赦免權
481,民國2年
482,1952年
483,
484,東晉時期
485,線傳飛控
486,開城工業園區
487,烏孜別克人
488,2555公里
489,國共內戰，又稱國共戰爭
490,[UNK][UNK]攻打玄菟郡華麗城
491,茲維亞德·加姆薩胡爾季阿
492,路面電車
493,魚雷攻擊
494,荀子
495,清朝
496,1935年
497,雙北市聯營公車價差補貼款
498,可以有多部電腦介入飛控系統操作
499,中國政法大學
500,瓜拿納
501,中華民國空軍
502,水冰
503,江戶時代
504,民國4年12月25日
505,馬麗娜·甘巴
506,1992年
507,
508,呂訥堡石楠草原南部的貝爾根
509,太白
510,燕王朱棣
511,
512,低稅賦
513,小選舉區制
514,科索沃
515,抗議活動
516,自由放任
517,綠色工業
518,四年
519,段祺瑞
520,喬治麥高文
521,中永和
522,1925年
523,頻率逐漸降低
524,向海的方向則有戰後1950年代
525,
526,小型雷達測距儀追蹤目標的距離
527,2002年
528,氫硫酸
529,海外進行軍事冒險
530,學習維基媒體的頁面編輯工具被認為有挑戰性
531,黨費
532,生殖器官
533,經濟建設
534,《中華民國臨時約法》
535,鮮蝦腸粉、牛肉腸粉和叉燒腸粉為主。香港傳統粥店則會提供炸兩滑腸粉，是在腸粉內包上油條
536,
537,帕吉勒提河
538,西南美麗的地方
539,天」的至高無上
540,開羅
541,1932年
542,林紹良
543,1955年
544,多倫多運輸局在多市範圍內提供公共運輸服務，是北美洲繼紐約市
545,前一世紀
546,柵欄
547,1898年
548,法國民意
549,查爾斯
550,藥葛羅
551,健康寫實
552,1956年7月
553,亮度是−14.2等，至少比太陽亮約5000000倍
554,中生代
555,伊爾庫茨克國立大學
556,鐵木真
557,23406人
558,1789年
559,第一大宗教
560,杭州
561,日占時期
562,張冠李戴地
563,馬[UNK]
564,總兵官
565,《金驢記》
566,黑龍江省十字加環線
567,漢風魏韻
568,
569,反文化運動
570,英國
571,唐文宗
572,轟炸機
573,夜間攔截任務
574,義大利
575,中世紀的漢撒同盟時代
576,大腦聽皮層
577,刺史
578,
579,元二十九年
580,保守派
581,西伯利亞南部
582,陶瓷
583,1980年代
584,
585,西佛羅里達
586,1918年
587,威尼斯人馬可·波羅
588,9年
589,聖母大學
590,1941年2月1日
591,101公里
592,國務院常務會議
593,20倍
594,
595,1943年
596,全面性
597,阿普伽新生兒評分的五項參數評估：心跳頻率，呼吸，肌肉張力，皮膚顏色，以及對刺激的回應。某些文化中，父親會割臍帶
598,聯邦政府之權力
599,韓國
600,恐怖份子刺殺
601,土耳其人的象徵
602,瀕危物種
603,海軍陸戰隊
604,公民權
605,可再生能源發電
606,極端大陸性氣候
607,金華
608,1928年
609,法國電信
610,霍布斯
611,1897年
612,
613,南漢宸為主任的中國人民銀行籌備處
614,市場分析
615,滬寧鐵路上海站
616,2001年
617,家庭喜劇片
618,保障子女利益
619,女性解放
620,反對建文帝削藩
621,
622,史彌遠
623,社會民主黨，9位來自自由民主黨
624,傳播色情
625,電穿孔細胞
626,哈大客運專線
627,第五區
628,英王衛士
629,1984年
630,漢武帝
631,以東地區
632,恰克圖
633,巴黎聖母院
634,西方文明
635,東晉常[UNK]
636,1936年
637,預言
638,商用
639,五桂山
640,竹[UNK]魚、真鯛
641,嘉義市
642,43.2%領先製造業
643,29個
644,27年改為15個視察區。民國29年
645,10月23日
646,人傳》
647,音節
648,第二次世界大戰
649,5000噸級
650,君士坦丁堡
651,2015年年底前
652,古漢語
653,22年
654,阿列克修斯三世的女婿阿列克修斯·杜卡斯
655,瓦倫丁尼安三世
656,喜馬拉雅山脈
657,1937年
658,1964年
659,高麗
660,油氣開發
661,
662,
663,阿圖什
664,第一區
665,1925年
666,照射紫外線於電極可以幫助產生更多電花。這就是光電效應
667,九一八事變
668,春秋
669,對大自然的崇拜
670,福建北茭半島
671,1899年
672,
673,尼布楚條約
674,中央窩
675,利奧三世
676,殖民主義
677,代達爾豪斯侯爵詹姆斯·布朗-拉姆齊
678,19.8米
679,2000公厘
680,自主性
681,喬治麥克萊倫
682,赤城鎮政府街1號
683,纖維心包
684,羅非魚
685,潘普洛納
686,質好
687,1851年
688,《臺灣府志》
689,杜林
690,第265任
691,6比6
692,民國39年
693,河南省郵電印刷廠
694,法國
695,
696,全斗煥
697,2007年
698,特洛依
699,司法結構，其中多半以此前的索馬利亞政府司法系統
700,第四世紀末
701,軍隊編制問題
702,閩粵居民
703,韓國
704,1980年代
705,梁朝偉
706,1923年
707,畢達哥拉斯
708,2009年
709,湘西土家族苗族自治州
710,許貢
711,中果咖啡低
712,北魏孝文帝
713,李定國
714,22條
715,公共健康
716,《新基本法令》
717,1962年
718,洪武三十一年
719,共產黨
720,奧匈帝國
721,
722,白矮星
723,咖啡因
724,司馬元顯
725,階梯狀
726,
727,6個小時
728,1866年，德國傳教士羅存德在香港出版一部兩卷本的《英華字典》，可算是香港最早的雙語字典。羅存德在1848年
729,管治民眾的合法性
730,
731,90年代
732,金日成
733,
734,愛德華·懷克-史密斯
735,西班牙瓦倫西亞，是加里斯都三世
736,1787年
737,朱元璋
738,
739,1898年
740,守舊派
741,蘇聯
742,端敬王后
743,中生代
744,約瑟普•布羅茲•狄托
745,中國共產黨
746,阿拉巴馬州憲法
747,計劃生育，起初受到絕大多數人，包括國際組織的支持；然而在實施過程中出現的強制流產，強制安裝子宮避孕環
748,蘇聯
749,
750,維多利中心
751,25[UNK]35天的週期自轉一圈，在赤道的自轉速度只有1.994公里/秒
752,工藝產品
753,推行反共政策
754,約5～8％
755,日本
756,沖激波觸發
757,鮮卑部落
758,鮑德溫伯爵
759,1918年
760,1939年
761,東三省巡閱使衛隊旅旅長
762,巴黎條約
763,1970年
764,麥迪遜分校
765,不良反應
766,闕毗伽·卡迪爾汗
767,奢侈品
768,設兩個分組賽階段的資格賽賽制
769,周駿龍
770,民國16年
771,13世紀
772,三監之亂
773,劉少奇
774,馬略
775,元十三年
776,妖怪是實存的，也有人認為是人們的錯覺或者是幻覺所導致的誤判，許多考古研究和生物研究的成果，證明了某些妖怪，其實是古代的罕見生物或科學的現象，列如鬼火被認為是不祥之兆
777,70年代
778,圖西族
779,聖餐紀念說
780,印度教
781,《三國史記》
782,木衛三
783,長沙太守
784,
785,1978年
786,上海
787,德國
788,濃硫酸
789,科學革命
790,兄弟國的盟約
791,2011年
792,硫礦
793,1979年
794,義大利南部的一個大區，包含了那不勒斯
795,農業
796,卡拉恰伊湖
797,宋理宗
798,阿拉里克
799,臺北
800,共和黨
801,日本
802,二戰的爆發
803,1976年
804,上海
805,1949年
806,麻省理工學院
807,婚姻制度
808,1920年代
809,俄國訓練部隊
810,1449年
811,1986年
812,隆武帝
813,第一次世界大戰
814,田興水
815,托爾金
816,雙汗制
817,保祿六世
818,恐怖份子刺殺
819,中華全國體育總會
820,外在的因素造成光度的變化，像是食雙星，還有極端的情形是由恆星自轉
821,人文關懷
822,1956年
823,《產假和保護婦女兒童權利法》
824,投資環境轉差，這時的福建人紛紛轉向香港發展，香港民國時代的福建人比例比現在多出很多。因為港島北面有大量的福建人，蔡素玉經常在港島區以福建人
825,中國共產黨解放軍
826,
827,遭受戰禍
828,公元前12世紀
829,廣播電視領域，由廣電總局等單位審查國內的節目，決定每一部影視作品能否在國內公開上演，其審查程序往往是不透明
830,
831,布達佩斯
832,1979年
833,南陳
834,上海遷入蘇區
835,臺北縣改制新北市
836,
837,1941年，萬尼瓦爾·布希獲委任為科研發展部長，負責分配資金給包括麻省理工在內的少數獲選定的大學。大戰期間，全國的科學家與工程學家聚集在1940年
838,妖怪學
839,1987年
840,男性、女性之性別角色差異
841,太行山
842,漢卿
843,張學良
844,陳平順
845,數百萬克耳文
846,羅貝爾
847,
848,1955年與中華人民共和國建交。1956年，狄托與印度總理尼赫魯及埃及總統納瑟三人在布里奧尼島發表聲明，支持不結盟運動，並於1961年
849,35號決議
850,金石並用時代
851,天皇
852,朝鮮白頭山
853,德國人
854,2009年
855,羅馬帝國
856,自身的重力開始塌縮
857,路加是希臘人
858,生物演化
859,1987年
860,韓國
861,王孝通
862,全國大選中保持著對總統和議會位置的控制權，黨派的得票率始終在70%以上。一般認為盧安達愛國陣線屬圖西族
863,布里斯托，成長在畢曉普斯頓區的城市。他的父親，查爾斯•埃卓恩•拉迪斯拉斯•狄拉克，是一個曾在布里斯托教書的法文老師
864,阿瓦魯阿
865,
866,基因特質
867,印地語
868,烏爾班八世
869,乾隆帝
870,撒下稻種後，農人多半會在土上灑一層稻殼灰；現代則多由專門的育苗中心使用育苗箱來使稻苗成長
871,過渡期
872,民國43年
873,地質類學科
874,
875,瓜拿納
876,凱撒，羅馬重新回到唯一的皇帝統治，卻在337年結束統一，內戰在大帝三個兒子之間爆發，帝國也因此三分，直到350年君士坦斯被部下馬格嫩提烏斯
877,2000年6月
878,半日生活圈
879,美西戰爭
880,尊漢思想
881,蒂羅爾
882,伽利略衛星中最靠近木星的一顆衛星，直徑為3642公里，是太陽系第四大衛星
883,平均每2300人
884,民主黨重奪眾議院與共和黨內的保守派反對坎農可議
885,洛邑
886,馬可波羅
887,杜慧度
888,憲政改革
889,英國
890,斯塔福德郡小海伍德村
891,
892,劉少奇
893,1922年
894,大學4年。小學和初中在韓國是免費義務教育
895,人類想像與傳說
896,東德使館
897,冷戰時期
898,1989年
899,0.4太陽質量
900,顯微注射
901,馬可波羅
902,新羅馬
903,上海鐵路局
904,離岸人民幣
905,《倫敦條約》
906,太基大會
907,生育自主權
908,大質量
909,加拿大軍事基地溫尼伯分基地是設立在溫尼伯國際機場的加拿大軍事基地。基地擁有飛行運行支持部門
910,127度45分
911,1950年代
912,文藝復興運動
913,行為不檢點
914,哥德式的天主教堂明洞聖堂、文藝復興式
915,漢高祖
916,1584年
917,1985到1989年
918,埃姆斯蘭到博特羅普
919,柏林國際廣播電台
920,赫羅圖
921,春秋時期
922,成吉思汗
923,布里昂·維伯
924,通俗科幻小說雜誌
925,2000年
926,67個郡
927,1月21日
928,1884年
929,俄國
930,黑龍江工業門類以重工業為主，是中國重要的機械、石油、煤炭、木材和食品工業基地；哈爾濱、齊齊哈爾、大慶是主要的工業中心，大慶油田
931,
932,
933,早期韓國華僑的聚集所在
934,石虎
935,許榮茂
936,李準
937,漢字詞
938,[UNK]稻
939,宋真宗
940,120%
941,約翰·胡佛局長
942,全年
943,伊朗史家烏特比說他們穿黑衣用黑旗。其可汗自稱「桃花石汗」或「東方與秦之主」。「秦」在《突厥語大詞典》中的解釋為「由桃花石、契丹和喀喇汗國所構成
944,唐德剛
945,路易十四
946,韓國。韓國一度被認為可能步上冰島後塵，成為第二個破產的國家。但不到一年，局勢就翻轉，韓國
947,0.07個
948,福建人
949,民國28年
950,李煥之
951,公共汽車
952,核質
953,鴨巴甸
954,東正教
955,八角鼓
956,手邊的戰爭
957,文化大革命
958,1642年
959,徐載弼
960,蒙哥
961,匈奴人
962,芝加哥大學
963,造船業
964,射擊斷續器
965,紐格威森林
966,
967,斐迪南·德·雷賽布
968,屋大維
969,公元96年
970,太極兩儀
971,市場經濟
972,1963年
973,亞歷山大六世
974,1789年
975,周恩來集會
976,20世紀60年代
977,1958年底
978,胡漢分治的制度
979,涵元殿
980,
981,漢文
982,
983,科學社會學
984,1138公頃
985,《中華人民共和國村民委員會組織法》
986,荷蘭
987,
988,《審死官》
989,內陸山區
990,當地印度組織
991,白[UNK]紀
992,模特作為年輕美貌資源特別集中且競爭超級殘酷的行業，常捲入權色交易
993,異端邪說
994,1256年
995,元朝
996,1929年
997,1972年
998,汽船
999,馬麗娜·甘巴
1000,環境保護主義
1001,詹姆士·麥迪遜
1002,1946年
1003,
1004,柏卡牌相機，特拉貝特、瓦爾特堡、德国[UNK]發公司工廠出產的汽車，獵槍，六分儀以及腕錶。直到20世紀60年代，東德仍遭受著糖、咖啡之類的基本食物的短缺
1005,1982年12月8日
1006,
1007,−26.7
1008,
1009,1999年
1010,亞歷山大漢密爾頓
1011,中國
1012,1959年
1013,黨委員長，2016年6月的最高人民會議上獲推舉為國務委員會委員長
1014,紐約尼克
1015,天下郵票
1016,合肥時的校區，常常又稱為老校區。而一街區
1017,100萬到1兆倍之間
1018,後燃器
1019,胡人
1020,9月2日
1021,諸侯封建制度
1022,工程化核酸酶
1023,伊薩克二世
1024,統帥
